R_fighter;B_fighter;Winner;win_by;peso_forca_vitoria
Brock Lesnar;Shane Carwin;Brock Lesnar;Submission;0.5
Seth Petruzelli;Ricardo Romero;Ricardo Romero;Submission;0.5
Brendan Schaub;Chris Tuchscherer;Brendan Schaub;KO/TKO;0.5
Kendall Grove;Goran Reljic;Kendall Grove;Decision - Split;1.0
Gerald Harris;David Branch;Gerald Harris;KO/TKO;0.5
Forrest Petz;Daniel Roberts;Daniel Roberts;Decision - Split;1.0
Jon Madsen;Karlos Vemola;Jon Madsen;Decision - Unanimous;1.0
Court McGee;Kris McCray;Court McGee;Submission;0.5
Chris Leben;Aaron Simpson;Chris Leben;KO/TKO;0.5
Jamie Yager;Rich Attonito;Rich Attonito;KO/TKO;0.5
John Gunderson;Mark Holst;John Gunderson;Decision - Unanimous;1.0
Spencer Fisher;Dennis Siver;Dennis Siver;Decision - Unanimous;1.0
Keith Jardine;Matt Hamill;Matt Hamill;Decision - Majority;1.0
Brad Tavares;Seth Baczynski;Brad Tavares;Decision - Unanimous;1.0
Josh Bryant;Kyle Noke;Kyle Noke;KO/TKO;0.5
James McSweeney;Travis Browne;Travis Browne;KO/TKO;0.5
Chris Camozzi;James Hammortree;Chris Camozzi;Decision - Unanimous;1.0
Tyson Griffin;Evan Dunham;Evan Dunham;Decision - Split;1.0
Paulo Thiago;Martin Kampmann;Martin Kampmann;Decision - Unanimous;1.0
Mirko Filipovic;Pat Barry;Mirko Filipovic;Submission;0.5
David Loiseau;Mario Miranda;Mario Miranda;KO/TKO;0.5
Ben Rothwell;Gilbert Yvel;Ben Rothwell;Decision - Unanimous;1.0
Carlos Condit;Rory MacDonald;Carlos Condit;KO/TKO;0.5
Mac Danzig;Matt Wiman;Matt Wiman;Submission;0.5
Chuck Liddell;Rich Franklin;Rich Franklin;KO/TKO;0.5
James Wilks;Peter Sobotta;James Wilks;Decision - Unanimous;1.0
Ricardo Funch;Claude Patrick;Claude Patrick;Submission;0.5
Mike Pyle;Jesse Lennox;Mike Pyle;Submission;0.5
Melvin Guillard;Waylon Lowe;Melvin Guillard;KO/TKO;0.5
Michael Bisping;Dan Miller;Michael Bisping;Decision - Unanimous;1.0
Todd Duffee;Mike Russow;Mike Russow;KO/TKO;0.5
Efrain Escudero;Dan Lauzon;Efrain Escudero;Decision - Unanimous;1.0
Jason Brilz;Rogerio Nogueira;Rogerio Nogueira;Decision - Split;1.0
Diego Sanchez;John Hathaway;John Hathaway;Decision - Unanimous;1.0
Quinton Jackson;Rashad Evans;Rashad Evans;Decision - Unanimous;1.0
Amir Sadollah;Dong Hyun Kim;Dong Hyun Kim;Decision - Unanimous;1.0
Luiz Cane;Cyrille Diabate;Cyrille Diabate;KO/TKO;0.5
Aaron Riley;Joe Brammer;Aaron Riley;Decision - Unanimous;1.0
Jesse Forbes;Ryan Jensen;Ryan Jensen;Submission;0.5
Marcus Davis;Jonathan Goulet;Marcus Davis;KO/TKO;0.5
Tom Lawlor;Joe Doerksen;Joe Doerksen;Submission;0.5
Josh Koscheck;Paul Daley;Josh Koscheck;Decision - Unanimous;1.0
TJ Grant;Johny Hendricks;Johny Hendricks;Decision - Majority;1.0
Patrick Cote;Alan Belcher;Alan Belcher;Submission;0.5
Sam Stout;Jeremy Stephens;Jeremy Stephens;Decision - Split;1.0
Kevin Ferguson;Matt Mitrione;Matt Mitrione;KO/TKO;0.5
Joey Beltran;Tim Hague;Joey Beltran;Decision - Unanimous;1.0
Jason MacDonald;John Salter;John Salter;KO/TKO;0.5
Yoshiyuki Yoshida;Mike Guymon;Mike Guymon;Decision - Unanimous;1.0
Lyoto Machida;Mauricio Rua;Mauricio Rua;KO/TKO;0.5
BJ Penn;Frankie Edgar;Frankie Edgar;Decision - Unanimous;1.0
Anderson Silva;Demian Maia;Anderson Silva;Decision - Unanimous;1.0
Kendall Grove;Mark Munoz;Mark Munoz;KO/TKO;0.5
Nick Osipczak;Rick Story;Rick Story;Decision - Split;1.0
Matt Hughes;Renzo Gracie;Matt Hughes;KO/TKO;0.5
DaMarques Johnson;Brad Blackburn;DaMarques Johnson;KO/TKO;0.5
Alexander Gustafsson;Phil Davis;Phil Davis;Submission;0.5
Terry Etim;Rafael Dos Anjos;Rafael Dos Anjos;Submission;0.5
Paul Kelly;Matt Veach;Paul Kelly;Submission;0.5
Jon Madsen;Mostapha Al-Turk;Jon Madsen;Decision - Unanimous;1.0
Kenny Florian;Takanori Gomi;Kenny Florian;Submission;0.5
Ross Pearson;Dennis Siver;Ross Pearson;Decision - Unanimous;1.0
Rob Emerson;Nik Lentz;Nik Lentz;Decision - Unanimous;1.0
Caol Uno;Gleison Tibau;Gleison Tibau;KO/TKO;0.5
Andre Winner;Rafaello Oliveira;Andre Winner;Decision - Unanimous;1.0
Roy Nelson;Stefan Struve;Roy Nelson;KO/TKO;0.5
Jacob Volkmann;Ronys Torres;Jacob Volkmann;Decision - Split;1.0
Nate Quarry;Jorge Rivera;Jorge Rivera;KO/TKO;0.5
Yushin Okami;Lucio Linhares;Yushin Okami;TKO - Doctor's Stoppage;0.5
Gerald Harris;Mario Miranda;Gerald Harris;KO/TKO;0.5
Charlie Brenneman;Jason High;Charlie Brenneman;Decision - Unanimous;1.0
Jim Miller;Mark Bocek;Jim Miller;Decision - Unanimous;1.0
Rousimar Palhares;Tomasz Drwal;Rousimar Palhares;Submission;0.5
Ricardo Almeida;Matt Brown;Ricardo Almeida;Submission;0.5
Nate Diaz;Rory Markham;Nate Diaz;KO/TKO;0.5
Kurt Pellegrino;Fabricio Camoes;Kurt Pellegrino;Submission;0.5
Georges St-Pierre;Dan Hardy;Georges St-Pierre;Decision - Unanimous;1.0
Frank Mir;Shane Carwin;Shane Carwin;KO/TKO;0.5
Ben Saunders;Jon Fitch;Jon Fitch;Decision - Unanimous;1.0
Rodney Wallace;Jared Hamman;Jared Hamman;Decision - Unanimous;1.0
Matthew Riddle;Greg Soto;Matthew Riddle;DQ;2.0
Alessio Sakara;James Irvin;Alessio Sakara;KO/TKO;0.5
John Howard;Daniel Roberts;John Howard;KO/TKO;0.5
Clay Guida;Shannon Gugerty;Clay Guida;Submission;0.5
Eliot Marshall;Vladimir Matyushenko;Vladimir Matyushenko;Decision - Split;1.0
Junior Dos Santos;Gabriel Gonzaga;Junior Dos Santos;KO/TKO;0.5
Duane Ludwig;Darren Elkins;Darren Elkins;KO/TKO;0.5
Brandon Vera;Jon Jones;Jon Jones;KO/TKO;0.5
Cheick Kongo;Paul Buentello;Cheick Kongo;KO/TKO;0.5
Brendan Schaub;Chase Gormley;Brendan Schaub;KO/TKO;0.5
Eric Schafer;Jason Brilz;Jason Brilz;Decision - Unanimous;1.0
Mike Pierce;Julio Paulino;Mike Pierce;Decision - Unanimous;1.0
Chris Lytle;Brian Foster;Chris Lytle;Submission;0.5
Krzysztof Soszynski;Stephan Bonnar;Krzysztof Soszynski;TKO - Doctor's Stoppage;0.5
CB Dollaway;Goran Reljic;CB Dollaway;Decision - Unanimous;1.0
Cain Velasquez;Antonio Rodrigo Nogueira;Cain Velasquez;KO/TKO;0.5
Mirko Filipovic;Anthony Perosh;Mirko Filipovic;TKO - Doctor's Stoppage;0.5
George Sotiropoulos;Joe Stevenson;George Sotiropoulos;Decision - Unanimous;1.0
Ryan Bader;Keith Jardine;Ryan Bader;KO/TKO;0.5
Wanderlei Silva;Michael Bisping;Wanderlei Silva;Decision - Unanimous;1.0
James Te Huna;Igor Pokrajac;James Te Huna;KO/TKO;0.5
Demian Maia;Dan Miller;Demian Maia;Decision - Unanimous;1.0
Melvin Guillard;Ronys Torres;Melvin Guillard;Decision - Unanimous;1.0
Matt Serra;Frank Trigg;Matt Serra;KO/TKO;0.5
Randy Couture;Mark Coleman;Randy Couture;Submission;0.5
Mac Danzig;Justin Buchholz;Mac Danzig;Decision - Unanimous;1.0
Paulo Thiago;Mike Swick;Paulo Thiago;Submission;0.5
Rob Emerson;Phillipe Nover;Rob Emerson;Decision - Unanimous;1.0
Chael Sonnen;Nate Marquardt;Chael Sonnen;Decision - Unanimous;1.0
Phil Davis;Brian Stann;Phil Davis;Decision - Unanimous;1.0
Chris Tuchscherer;Tim Hague;Chris Tuchscherer;Decision - Majority;1.0
Joey Beltran;Rolles Gracie;Joey Beltran;KO/TKO;0.5
Rick Story;Jesse Lennox;Rick Story;Decision - Split;1.0
Amir Sadollah;Brad Blackburn;Amir Sadollah;Decision - Unanimous;1.0
Aaron Simpson;Tom Lawlor;Aaron Simpson;Decision - Split;1.0
Evan Dunham;Efrain Escudero;Evan Dunham;Submission;0.5
Rory MacDonald;Mike Guymon;Rory MacDonald;Submission;0.5
Gray Maynard;Nate Diaz;Gray Maynard;Decision - Split;1.0
Thiago Tavares;Nik Lentz;;Decision - Majority;1.0
Chris Leben;Jay Silva;Chris Leben;Decision - Unanimous;1.0
Gerald Harris;John Salter;Gerald Harris;KO/TKO;0.5
Rafael Dos Anjos;Kyle Bradley;Rafael Dos Anjos;Decision - Unanimous;1.0
Nick Catone;Jesse Forbes;Nick Catone;Decision - Split;1.0
Jim Miller;Duane Ludwig;Jim Miller;Submission;0.5
Martin Kampmann;Jacob Volkmann;Martin Kampmann;Submission;0.5
Cole Miller;Dan Lauzon;Cole Miller;Submission;0.5
Paul Daley;Dustin Hazelett;Paul Daley;KO/TKO;0.5
Junior Dos Santos;Gilbert Yvel;Junior Dos Santos;KO/TKO;0.5
Sam Stout;Joe Lauzon;Sam Stout;Decision - Unanimous;1.0
Rashad Evans;Thiago Silva;Rashad Evans;Decision - Unanimous;1.0
Mark Munoz;Ryan Jensen;Mark Munoz;KO/TKO;0.5
Rafaello Oliveira;John Gunderson;Rafaello Oliveira;Decision - Unanimous;1.0
Jake Ellenberger;Mike Pyle;Jake Ellenberger;KO/TKO;0.5
Frank Mir;Cheick Kongo;Frank Mir;Submission;0.5
Johny Hendricks;Ricardo Funch;Johny Hendricks;Decision - Unanimous;1.0
Matt Wiman;Shane Nelson;Matt Wiman;Decision - Unanimous;1.0
Jon Fitch;Mike Pierce;Jon Fitch;Decision - Unanimous;1.0
Kenny Florian;Clay Guida;Kenny Florian;Submission;0.5
Alan Belcher;Wilson Gouveia;Alan Belcher;KO/TKO;0.5
Stefan Struve;Paul Buentello;Stefan Struve;Decision - Majority;1.0
BJ Penn;Diego Sanchez;BJ Penn;TKO - Doctor's Stoppage;0.5
Rousimar Palhares;Lucio Linhares;Rousimar Palhares;Submission;0.5
DaMarques Johnson;Edgar Garcia;DaMarques Johnson;Submission;0.5
TJ Grant;Kevin Burns;TJ Grant;KO/TKO;0.5
Matt Hamill;Jon Jones;Matt Hamill;DQ;2.0
Brian Stann;Rodney Wallace;Brian Stann;Decision - Unanimous;1.0
Matt Mitrione;Marcus Jones;Matt Mitrione;KO/TKO;0.5
Frankie Edgar;Matt Veach;Frankie Edgar;Submission;0.5
James McSweeney;Darrill Schoonover;James McSweeney;KO/TKO;0.5
Kevin Ferguson;Houston Alexander;Kevin Ferguson;Decision - Unanimous;1.0
Roy Nelson;Brendan Schaub;Roy Nelson;KO/TKO;0.5
Jon Madsen;Justin Wren;Jon Madsen;Decision - Split;1.0
John Howard;Dennis Hallman;John Howard;KO/TKO;0.5
Mark Bocek;Joe Brammer;Mark Bocek;Submission;0.5
Rogerio Nogueira;Luiz Cane;Rogerio Nogueira;KO/TKO;0.5
Paulo Thiago;Jacob Volkmann;Paulo Thiago;Decision - Unanimous;1.0
Ben Saunders;Marcus Davis;Ben Saunders;KO/TKO;0.5
Kendall Grove;Jake Rosholt;Kendall Grove;Submission;0.5
Josh Koscheck;Anthony Johnson;Josh Koscheck;Submission;0.5
Brian Foster;Brock Larson;Brian Foster;KO/TKO;0.5
Forrest Griffin;Tito Ortiz;Forrest Griffin;Decision - Split;1.0
Amir Sadollah;Phil Baroni;Amir Sadollah;Decision - Unanimous;1.0
Caol Uno;Fabricio Camoes;;Decision - Majority;1.0
George Sotiropoulos;Jason Dent;George Sotiropoulos;Submission;0.5
Randy Couture;Brandon Vera;Randy Couture;Decision - Unanimous;1.0
Terry Etim;Shannon Gugerty;Terry Etim;Submission;0.5
Michael Bisping;Denis Kang;Michael Bisping;KO/TKO;0.5
Nick Osipczak;Matthew Riddle;Nick Osipczak;KO/TKO;0.5
John Hathaway;Paul Taylor;John Hathaway;Decision - Unanimous;1.0
Matt Brown;James Wilks;Matt Brown;KO/TKO;0.5
Ross Pearson;Aaron Riley;Ross Pearson;TKO - Doctor's Stoppage;0.5
Dan Hardy;Mike Swick;Dan Hardy;Decision - Unanimous;1.0
Alexander Gustafsson;Jared Hamman;Alexander Gustafsson;KO/TKO;0.5
Dennis Siver;Paul Kelly;Dennis Siver;KO/TKO;0.5
Andre Winner;Rolando Delgado;Andre Winner;KO/TKO;0.5
Anthony Johnson;Yoshiyuki Yoshida;Anthony Johnson;KO/TKO;0.5
Lyoto Machida;Mauricio Rua;Lyoto Machida;Decision - Unanimous;1.0
Ryan Bader;Eric Schafer;Ryan Bader;Decision - Unanimous;1.0
Joe Stevenson;Spencer Fisher;Joe Stevenson;KO/TKO;0.5
Chael Sonnen;Yushin Okami;Chael Sonnen;Decision - Unanimous;1.0
Gleison Tibau;Josh Neer;Gleison Tibau;Decision - Unanimous;1.0
Pat Barry;Antoni Hardonk;Pat Barry;KO/TKO;0.5
Cain Velasquez;Ben Rothwell;Cain Velasquez;KO/TKO;0.5
Stefan Struve;Chase Gormley;Stefan Struve;Submission;0.5
Jorge Rivera;Rob Kimmons;Jorge Rivera;KO/TKO;0.5
Kyle Kingsbury;Razak Al-Hassan;Kyle Kingsbury;Decision - Split;1.0
Josh Koscheck;Frank Trigg;Josh Koscheck;KO/TKO;0.5
Junior Dos Santos;Mirko Filipovic;Junior Dos Santos;KO/TKO;0.5
Tyson Griffin;Hermes Franca;Tyson Griffin;KO/TKO;0.5
Vitor Belfort;Rich Franklin;Vitor Belfort;KO/TKO;0.5
Jim Miller;Steve Lopez;Jim Miller;KO/TKO;0.5
Efrain Escudero;Cole Miller;Efrain Escudero;KO/TKO;0.5
Paul Daley;Martin Kampmann;Paul Daley;KO/TKO;0.5
Nik Lentz;Rafaello Oliveira;Nik Lentz;Decision - Unanimous;1.0
Tomasz Drwal;Drew McFedries;Tomasz Drwal;Submission;0.5
Rick Story;Brian Foster;Rick Story;Submission;0.5
Rafael Dos Anjos;Rob Emerson;Rafael Dos Anjos;Decision - Unanimous;1.0
Eliot Marshall;Jason Brilz;Eliot Marshall;Decision - Split;1.0
Vladimir Matyushenko;Igor Pokrajac;Vladimir Matyushenko;Decision - Unanimous;1.0
CB Dollaway;Jay Silva;CB Dollaway;Decision - Unanimous;1.0
Brian Stann;Steve Cantwell;Brian Stann;Decision - Unanimous;1.0
Jeremy Stephens;Justin Buchholz;Jeremy Stephens;TKO - Doctor's Stoppage;0.5
Nate Diaz;Melvin Guillard;Nate Diaz;Submission;0.5
Nate Quarry;Tim Credeur;Nate Quarry;Decision - Unanimous;1.0
Gray Maynard;Roger Huerta;Gray Maynard;Decision - Split;1.0
Carlos Condit;Jake Ellenberger;Carlos Condit;Decision - Split;1.0
Mike Pyle;Chris Wilson;Mike Pyle;Submission;0.5
Ryan Jensen;Steve Steinbeiss;Ryan Jensen;Submission;0.5
Mike Pierce;Brock Larson;Mike Pierce;Decision - Unanimous;1.0
Thiago Silva;Keith Jardine;Thiago Silva;KO/TKO;0.5
Brandon Vera;Krzysztof Soszynski;Brandon Vera;Decision - Unanimous;1.0
Gabriel Gonzaga;Chris Tuchscherer;Gabriel Gonzaga;KO/TKO;0.5
Antonio Rodrigo Nogueira;Randy Couture;Antonio Rodrigo Nogueira;Decision - Unanimous;1.0
Aaron Simpson;Ed Herman;Aaron Simpson;KO/TKO;0.5
Mike Russow;Justin McCully;Mike Russow;Decision - Unanimous;1.0
Jake Rosholt;Chris Leben;Jake Rosholt;Submission;0.5
Nate Marquardt;Demian Maia;Nate Marquardt;KO/TKO;0.5
Evan Dunham;Marcus Aurelio;Evan Dunham;Decision - Split;1.0
Todd Duffee;Tim Hague;Todd Duffee;KO/TKO;0.5
Mark Munoz;Nick Catone;Mark Munoz;Decision - Split;1.0
Aaron Riley;Shane Nelson;Aaron Riley;Decision - Unanimous;1.0
BJ Penn;Kenny Florian;BJ Penn;Submission;0.5
Kurt Pellegrino;Josh Neer;Kurt Pellegrino;Decision - Unanimous;1.0
Anderson Silva;Forrest Griffin;Anderson Silva;KO/TKO;0.5
Johny Hendricks;Amir Sadollah;Johny Hendricks;KO/TKO;0.5
John Howard;Tamdan McCrory;John Howard;Decision - Split;1.0
Alessio Sakara;Thales Leites;Alessio Sakara;Decision - Split;1.0
Ricardo Almeida;Kendall Grove;Ricardo Almeida;Decision - Unanimous;1.0
Matthew Riddle;Dan Cramer;Matthew Riddle;Decision - Unanimous;1.0
Jesse Lennox;Danillo Villefort;Jesse Lennox;TKO - Doctor's Stoppage;0.5
George Sotiropoulos;George Roop;George Sotiropoulos;Submission;0.5
Jim Miller;Mac Danzig;Jim Miller;Decision - Unanimous;1.0
Jon Fitch;Paulo Thiago;Jon Fitch;Decision - Unanimous;1.0
Brock Lesnar;Frank Mir;Brock Lesnar;KO/TKO;0.5
Mark Coleman;Stephan Bonnar;Mark Coleman;Decision - Unanimous;1.0
Georges St-Pierre;Thiago Alves;Georges St-Pierre;Decision - Unanimous;1.0
Yoshihiro Akiyama;Alan Belcher;Yoshihiro Akiyama;Decision - Split;1.0
Dan Henderson;Michael Bisping;Dan Henderson;KO/TKO;0.5
Jon Jones;Jake O'Brien;Jon Jones;Submission;0.5
Tom Lawlor;CB Dollaway;Tom Lawlor;Submission;0.5
Dong Hyun Kim;TJ Grant;Dong Hyun Kim;Decision - Unanimous;1.0
Shannon Gugerty;Matt Grice;Shannon Gugerty;Submission;0.5
Diego Sanchez;Clay Guida;Diego Sanchez;Decision - Split;1.0
Ross Pearson;Andre Winner;Ross Pearson;Decision - Unanimous;1.0
Tomasz Drwal;Mike Ciesnolevicz;Tomasz Drwal;KO/TKO;0.5
Chris Lytle;Kevin Burns;Chris Lytle;Decision - Unanimous;1.0
Brad Blackburn;Edgar Garcia;Brad Blackburn;Decision - Split;1.0
Melvin Guillard;Gleison Tibau;Melvin Guillard;Decision - Split;1.0
Joe Stevenson;Nate Diaz;Joe Stevenson;Decision - Unanimous;1.0
Nick Osipczak;Frank Lester;Nick Osipczak;Submission;0.5
Jason Dent;Cameron Dollar;Jason Dent;Submission;0.5
James Wilks;DaMarques Johnson;James Wilks;Submission;0.5
Mirko Filipovic;Mostapha Al-Turk;Mirko Filipovic;KO/TKO;0.5
Spencer Fisher;Caol Uno;Spencer Fisher;Decision - Unanimous;1.0
Rich Franklin;Wanderlei Silva;Rich Franklin;Decision - Unanimous;1.0
Dan Hardy;Marcus Davis;Dan Hardy;Decision - Split;1.0
Mike Swick;Ben Saunders;Mike Swick;KO/TKO;0.5
Terry Etim;Justin Buchholz;Terry Etim;Submission;0.5
Dennis Siver;Dale Hartt;Dennis Siver;Submission;0.5
Cain Velasquez;Cheick Kongo;Cain Velasquez;Decision - Unanimous;1.0
Paul Kelly;Rolando Delgado;Paul Kelly;Decision - Unanimous;1.0
John Hathaway;Rick Story;John Hathaway;Decision - Unanimous;1.0
Paul Taylor;Peter Sobotta;Paul Taylor;Decision - Unanimous;1.0
Stefan Struve;Denis Stojnic;Stefan Struve;Submission;0.5
Brock Larson;Mike Pyle;Brock Larson;Submission;0.5
Tim Hague;Pat Barry;Tim Hague;Submission;0.5
Kyle Bradley;Phillipe Nover;Kyle Bradley;KO/TKO;0.5
Lyoto Machida;Rashad Evans;Lyoto Machida;KO/TKO;0.5
Frankie Edgar;Sean Sherk;Frankie Edgar;Decision - Unanimous;1.0
Chael Sonnen;Dan Miller;Chael Sonnen;Decision - Unanimous;1.0
Matt Hughes;Matt Serra;Matt Hughes;Decision - Unanimous;1.0
Drew McFedries;Xavier Foupa-Pokam;Drew McFedries;KO/TKO;0.5
Krzysztof Soszynski;Andre Gusmao;Krzysztof Soszynski;KO/TKO;0.5
Yoshiyuki Yoshida;Brandon Wolff;Yoshiyuki Yoshida;Submission;0.5
George Roop;David Kaplan;George Roop;Decision - Split;1.0
Cheick Kongo;Antoni Hardonk;Cheick Kongo;KO/TKO;0.5
Luiz Cane;Steve Cantwell;Luiz Cane;Decision - Unanimous;1.0
Krzysztof Soszynski;Brian Stann;Krzysztof Soszynski;Submission;0.5
Denis Kang;Xavier Foupa-Pokam;Denis Kang;Decision - Unanimous;1.0
Nate Quarry;Jason MacDonald;Nate Quarry;KO/TKO;0.5
Sam Stout;Matt Wiman;Sam Stout;Decision - Unanimous;1.0
Mauricio Rua;Chuck Liddell;Mauricio Rua;KO/TKO;0.5
Anderson Silva;Thales Leites;Anderson Silva;Decision - Unanimous;1.0
Ed Herman;David Loiseau;Ed Herman;Decision - Unanimous;1.0
Mark Bocek;David Bielkheden;Mark Bocek;Submission;0.5
TJ Grant;Ryo Chonan;TJ Grant;Decision - Split;1.0
Eliot Marshall;Vinny Magalhaes;Eliot Marshall;Decision - Unanimous;1.0
Tim Credeur;Nick Catone;Tim Credeur;Submission;0.5
Gleison Tibau;Jeremy Stephens;Gleison Tibau;Decision - Unanimous;1.0
Tyson Griffin;Rafael Dos Anjos;Tyson Griffin;Decision - Unanimous;1.0
Ricardo Almeida;Matt Horwich;Ricardo Almeida;Decision - Unanimous;1.0
Brock Larson;Jesse Sanders;Brock Larson;Submission;0.5
Ryan Bader;Carmelo Marrero;Ryan Bader;Decision - Unanimous;1.0
Cole Miller;Junie Browning;Cole Miller;Submission;0.5
Martin Kampmann;Carlos Condit;Martin Kampmann;Decision - Split;1.0
Rob Kimmons;Joe Vedepo;Rob Kimmons;Submission;0.5
Aaron Simpson;Tim McKenzie;Aaron Simpson;KO/TKO;0.5
Jorge Rivera;Nissen Osterneck;Jorge Rivera;Decision - Split;1.0
Gray Maynard;Jim Miller;Gray Maynard;Decision - Unanimous;1.0
Tamdan McCrory;Ryan Madigan;Tamdan McCrory;KO/TKO;0.5
Shane Carwin;Gabriel Gonzaga;Shane Carwin;KO/TKO;0.5
Matt Brown;Pete Sell;Matt Brown;KO/TKO;0.5
Matt Hamill;Mark Munoz;Matt Hamill;KO/TKO;0.5
Quinton Jackson;Keith Jardine;Quinton Jackson;Decision - Unanimous;1.0
Kendall Grove;Jason Day;Kendall Grove;KO/TKO;0.5
Jason Brilz;Tim Boetsch;Jason Brilz;Decision - Unanimous;1.0
Shane Nelson;Aaron Riley;Shane Nelson;KO/TKO;0.5
Brandon Vera;Michael Patt;Brandon Vera;KO/TKO;0.5
Demian Maia;Chael Sonnen;Demian Maia;Submission;0.5
Diego Sanchez;Joe Stevenson;Diego Sanchez;Decision - Unanimous;1.0
Evan Dunham;Per Eklund;Evan Dunham;KO/TKO;0.5
Terry Etim;Brian Cobb;Terry Etim;KO/TKO;0.5
Paulo Thiago;Josh Koscheck;Paulo Thiago;KO/TKO;0.5
Nate Marquardt;Wilson Gouveia;Nate Marquardt;KO/TKO;0.5
Junior Dos Santos;Stefan Struve;Junior Dos Santos;KO/TKO;0.5
Dan Hardy;Rory Markham;Dan Hardy;KO/TKO;0.5
Mike Ciesnolevicz;Neil Grove;Mike Ciesnolevicz;Submission;0.5
Paul Kelly;Troy Mandaloniz;Paul Kelly;Decision - Unanimous;1.0
Joe Lauzon;Jeremy Stephens;Joe Lauzon;Submission;0.5
Cain Velasquez;Denis Stojnic;Cain Velasquez;KO/TKO;0.5
Matt Veach;Matt Grice;Matt Veach;KO/TKO;0.5
Josh Neer;Mac Danzig;Josh Neer;Submission;0.5
Anthony Johnson;Luigi Fioravanti;Anthony Johnson;KO/TKO;0.5
Dan Miller;Jake Rosholt;Dan Miller;Submission;0.5
Kurt Pellegrino;Rob Emerson;Kurt Pellegrino;Submission;0.5
Gleison Tibau;Rich Clementi;Gleison Tibau;Submission;0.5
Nick Catone;Derek Downey;Nick Catone;Submission;0.5
Matthew Riddle;Steve Bruno;Matthew Riddle;Decision - Unanimous;1.0
Thiago Tavares;Manvel Gamburyan;Thiago Tavares;Decision - Unanimous;1.0
Clay Guida;Nate Diaz;Clay Guida;Decision - Split;1.0
Jon Jones;Stephan Bonnar;Jon Jones;Decision - Unanimous;1.0
Georges St-Pierre;BJ Penn;Georges St-Pierre;KO/TKO;0.5
Lyoto Machida;Thiago Silva;Lyoto Machida;KO/TKO;0.5
Jon Fitch;Akihiro Gono;Jon Fitch;Decision - Unanimous;1.0
John Howard;Chris Wilson;John Howard;Decision - Split;1.0
Karo Parisyan;Dong Hyun Kim;;Overturned;2.0
Jake O'Brien;Christian Wellisch;Jake O'Brien;Decision - Split;1.0
Dan Cramer;Matt Arroyo;Dan Cramer;Decision - Split;1.0
Marcus Davis;Chris Lytle;Marcus Davis;Decision - Split;1.0
John Hathaway;Tom Egan;John Hathaway;KO/TKO;0.5
Dan Henderson;Rich Franklin;Dan Henderson;Decision - Split;1.0
Mauricio Rua;Mark Coleman;Mauricio Rua;KO/TKO;0.5
Eric Schafer;Antonio Mendes;Eric Schafer;KO/TKO;0.5
Martin Kampmann;Alexandre Barros;Martin Kampmann;KO/TKO;0.5
Rousimar Palhares;Jeremy Horn;Rousimar Palhares;Decision - Unanimous;1.0
Alan Belcher;Denis Kang;Alan Belcher;Submission;0.5
Tomasz Drwal;Ivan Serati;Tomasz Drwal;KO/TKO;0.5
Dennis Siver;Nate Mohr;Dennis Siver;KO/TKO;0.5
Rashad Evans;Forrest Griffin;Rashad Evans;KO/TKO;0.5
Yushin Okami;Dean Lister;Yushin Okami;Decision - Unanimous;1.0
Cheick Kongo;Mostapha Al-Turk;Cheick Kongo;KO/TKO;0.5
Antoni Hardonk;Mike Wessel;Antoni Hardonk;KO/TKO;0.5
Matt Hamill;Reese Andy;Matt Hamill;KO/TKO;0.5
Quinton Jackson;Wanderlei Silva;Quinton Jackson;KO/TKO;0.5
Frank Mir;Antonio Rodrigo Nogueira;Frank Mir;KO/TKO;0.5
CB Dollaway;Mike Massenzio;CB Dollaway;KO/TKO;0.5
Brad Blackburn;Ryo Chonan;Brad Blackburn;Decision - Unanimous;1.0
Pat Barry;Dan Evensen;Pat Barry;KO/TKO;0.5
Wilson Gouveia;Jason MacDonald;Wilson Gouveia;KO/TKO;0.5
Junie Browning;David Kaplan;Junie Browning;Submission;0.5
Anthony Johnson;Kevin Burns;Anthony Johnson;KO/TKO;0.5
Krzysztof Soszynski;Shane Primm;Krzysztof Soszynski;Submission;0.5
Tom Lawlor;Kyle Kingsbury;Tom Lawlor;Decision - Unanimous;1.0
Efrain Escudero;Phillipe Nover;Efrain Escudero;Decision - Unanimous;1.0
Ryan Bader;Vinny Magalhaes;Ryan Bader;KO/TKO;0.5
Eliot Marshall;Jules Bruchez;Eliot Marshall;Submission;0.5
Shane Nelson;George Roop;Shane Nelson;Decision - Split;1.0
Rolando Delgado;John Polakowski;Rolando Delgado;Submission;0.5
Ben Saunders;Brandon Wolff;Ben Saunders;KO/TKO;0.5
Steve Cantwell;Razak Al-Hassan;Steve Cantwell;Submission;0.5
Jim Miller;Matt Wiman;Jim Miller;Decision - Unanimous;1.0
Steve Bruno;Johnny Rees;Steve Bruno;Submission;0.5
Josh Koscheck;Yoshiyuki Yoshida;Josh Koscheck;KO/TKO;0.5
Tim Credeur;Nate Loughran;Tim Credeur;KO/TKO;0.5
Luigi Fioravanti;Brodie Farber;Luigi Fioravanti;Decision - Unanimous;1.0
Mike Swick;Jonathan Goulet;Mike Swick;KO/TKO;0.5
Dale Hartt;Corey Hill;Dale Hartt;KO/TKO;0.5
Justin McCully;Eddie Sanchez;Justin McCully;Decision - Unanimous;1.0
